timestamp,location,price,loyaltynum,geometry,Cluster Nummer
,Brew've Been Served,16.62,L3259,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Brew've Been Served,5.29,L9363,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,16.83,L9363,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,9.72,L2459,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Brew've Been Served,12.3,L7291,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Chostus Hotel,114.22,L7291,"POLYGON ((24.89517128 36.07062423, 24.89517128 36.07074329, 24.89528259 36.07074329, 24.89528259 36.07062423, 24.89517128 36.07062423))",22.0
,Guy's Gyros,29.71,L7291,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,19.39,L8566,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,35.1,L8566,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,10.52,L9254,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Kronos Mart,194.51,L5777,"POLYGON ((24.84977038 36.06582196, 24.84977038 36.06589457, 24.84983936 36.06589457, 24.84983936 36.06582196, 24.84977038 36.06582196))",14.0
,Ouzeri Elian,21.56,L5777,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Ouzeri Elian,57.63,L6267,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Roberts and Sons,62.47,L1682,"POLYGON ((24.85096416 36.06319689, 24.85096416 36.06349309, 24.8523291 36.06349309, 24.8523291 36.06319689, 24.85096416 36.06319689))",6.0
,Roberts and Sons,239.65,L5947,"POLYGON ((24.85096416 36.06319689, 24.85096416 36.06349309, 24.8523291 36.06349309, 24.8523291 36.06319689, 24.85096416 36.06319689))",6.0
,Kronos Mart,150.36,L2070,"POLYGON ((24.84977038 36.06582196, 24.84977038 36.06589457, 24.84983936 36.06589457, 24.84983936 36.06582196, 24.84977038 36.06582196))",14.0
,Guy's Gyros,27.4,L4424,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Ahaggo Museum,120.2,L3800,"POLYGON ((24.87616512 36.07712237, 24.87616512 36.07717359, 24.87621582 36.07717359, 24.87621582 36.07712237, 24.87616512 36.07712237))",26.0
,Guy's Gyros,31.48,L3800,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,47.89,L5553,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Roberts and Sons,266.69,L5553,"POLYGON ((24.85096416 36.06319689, 24.85096416 36.06349309, 24.8523291 36.06349309, 24.8523291 36.06319689, 24.85096416 36.06319689))",6.0
,Albert's Fine Clothing,35.66,L3366,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Ouzeri Elian,33.57,L3366,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Guy's Gyros,39.68,L2490,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Kronos Mart,87.66,L2490,"POLYGON ((24.84977038 36.06582196, 24.84977038 36.06589457, 24.84983936 36.06589457, 24.84983936 36.06582196, 24.84977038 36.06582196))",14.0
,Ahaggo Museum,55.55,L3288,"POLYGON ((24.87616512 36.07712237, 24.87616512 36.07717359, 24.87621582 36.07717359, 24.87621582 36.07712237, 24.87616512 36.07712237))",26.0
,General Grocer,477.6,L9362,"POLYGON ((24.85648014 36.0603296, 24.85648014 36.06043016, 24.85657552 36.06043016, 24.85657552 36.0603296, 24.85648014 36.0603296))",9.0
,Ouzeri Elian,53.36,L9362,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,General Grocer,108.49,L9363,"POLYGON ((24.85648014 36.0603296, 24.85648014 36.06043016, 24.85657552 36.06043016, 24.85657552 36.0603296, 24.85648014 36.0603296))",9.0
,Chostus Hotel,600.0,L2459,"POLYGON ((24.89517128 36.07062423, 24.89517128 36.07074329, 24.89528259 36.07074329, 24.89528259 36.07062423, 24.89517128 36.07062423))",22.0
,Albert's Fine Clothing,226.49,L5224,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Desafio Golf Course,145.72,L4164,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))",8.0
,Ouzeri Elian,67.98,L6267,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Guy's Gyros,20.94,L1485,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Albert's Fine Clothing,254.29,L5947,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Desafio Golf Course,190.91,L2070,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))",8.0
,Guy's Gyros,36.87,L6544,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,65.21,L3800,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Ouzeri Elian,45.32,L3800,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,General Grocer,70.22,L3366,"POLYGON ((24.85648014 36.0603296, 24.85648014 36.06043016, 24.85657552 36.06043016, 24.85657552 36.0603296, 24.85648014 36.0603296))",9.0
,Guy's Gyros,40.36,L8148,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,58.35,L2490,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Ouzeri Elian,23.65,L2490,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Guy's Gyros,31.94,L2169,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Albert's Fine Clothing,274.66,L9637,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Ahaggo Museum,26.91,L3288,"POLYGON ((24.87616512 36.07712237, 24.87616512 36.07717359, 24.87621582 36.07717359, 24.87621582 36.07712237, 24.87616512 36.07712237))",26.0
,Guy's Gyros,23.21,L3288,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,39.6,L9363,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Desafio Golf Course,148.22,L2459,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))",8.0
,Guy's Gyros,25.79,L2459,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Desafio Golf Course,150.07,L5224,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))",8.0
,Guy's Gyros,37.48,L7291,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,18.08,L9254,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Desafio Golf Course,110.02,L6886,"POLYGON ((24.86064573 36.08951424, 24.86064573 36.08962196, 24.86076496 36.08962196, 24.86076496 36.08951424, 24.86064573 36.08951424))",8.0
